;NAME;;PSRJ;;P0;;;P1;;;DIST;EDOT;BSURF_I;
;;;;;(s);;;;;;(kpc);(ergs/s);(G);
2746;J1918+1536g;hww+21;J1918+1536g;hww+21;0.10995;0;hww+21;*;0;*;3.830;*;*;
2747;J1918+1540g;hww+21;J1918+1540g;hww+21;0.00428;0;hww+21;*;0;*;6.477;*;*;
2748;J1918+1541;nft95;J1918+1541;nft95;0.37088299877;1.9e-10;cn95;2.543E-15;1.3e-17;cn95;0.727;2.0e+33;*;
2749;J1918+1547g;hww+21;J1918+1547g;hww+21;0.00376;0;hww+21;*;0;*;2.185;*;*;
2750;B1917+00;dls72;J1919+0021;dls72;1.27226037471;3.0e-11;hlk+04;7.66978E-15;1.7e-19;hlk+04;5.882;1.5e+32;3.16e+12;
2751;J1919+0134;ebvb01;J1919+0134;ebvb01;1.60398355528;6.0e-11;ebvb01;5.89E-16;1.1e-17;ebvb01;14.371;5.6e+30;*;
2752;J1919+1314;nab+13;J1919+1314;nab+13;0.571399860595;2.0e-12;nab+13;3.78771E-15;6.0e-20;nab+13;13.026;8.0e+32;*;
2753;J1919+1527g;hww+21;J1919+1527g;hww+21;1.37146;0;hww+21;*;0;*;16.926;*;*;
2754;J1919+1645;lcm13;J1919+1645;lcm13;0.562789986697;3.0e-12;lcm13;0.2161E-15;4.0e-19;lcm13;5.414;4.8e+31;*;
2755;J1919+1745;dcm+09;J1919+1745;dcm+09;2.081343459724;9.0e-12;nab+13;1.7050E-15;4.0e-19;nab+13;4.094;7.5e+30;*;
2756;J1919+23;fermi21;J1919+23;fermi21;0.00463;0;fermi21;*;0;*;*;*;*;
2757;J1919+2621;clh+20;J1919+2621;clh+20;0.65151209407;3.0e-11;clh+20;5.46E-16;3.0e-18;clh+20;6.099;7.8e+31;*;
2758;J1920-0950;bbb+12;J1920-0950;bbb+12;1.037824001161;1.9e-11;bsb+19;0.3928E-15;7.0e-19;bsb+19;6.186;1.4e+31;*;
2759;J1920+1040;hfs+04;J1920+1040;hfs+04;2.21580173889;2.0e-10;hfs+04;6.48E-15;3.0e-17;hfs+04;10.151;2.4e+31;*;
2760;J1920+1110;mhl+02;J1920+1110;mhl+02;0.50988582045;5.0e-11;mhl+02;1.56E-16;1.9e-17;mhl+02;6.319;4.6e+31;*;
2761;J1920+1515g;hww+21;J1920+1515g;hww+21;1.60276;0;hww+21;*;0;*;15.739;*;*;
2762;B1918+26;dtws85;J1920+2650;dtws85;0.785521849527;4.0e-12;hlk+04;3.436E-17;4.0e-20;hlk+04;1.722;2.8e+30;*;
2763;J1921+0137;san16;J1921+0137;san16;0.0024963718144300;2.0e-16;san16;19.35E-21;3.0e-23;san16;5.085;4.9e+34;*;
2764;J1921-05;mbc+19;J1921-05;mbc+19;2.22759;0;mbc+19;*;0;*;4.077;*;*;
2765;J1921-0510;sfj+20;J1921-0510;sfj+20;0.79425387952;6.0e-11;sfj+20;6.025E-16;1.3e-18;sfj+20;5.604;4.7e+31;*;
2766;J1921+0812;lfl+06;J1921+0812;lfl+06;0.2106484121028;1.4e-12;lfl+06;5.3633E-15;6.0e-19;lfl+06;2.896;2.3e+34;*;
2767;J1921+0921;psf+22;J1921+0921;psf+22;0.562302288458;1.4e-11;psf+22;9.576E-15;1.0e-18;psf+22;6.139;2.1e+33;*;
2768;J1921+1259g;hww+21;J1921+1259g;hww+21;0.57316;0;hww+21;*;0;*;8.227;*;*;
2769;J1921+1340g;hww+21;J1921+1340g;hww+21;4.60294;0;hww+21;*;0;*;25.000;*;*;
2770;B1919+14;ht74;J1921+1419;ht74;0.618182590832;1.2e-11;hlk+04;5.60066E-15;6.0e-20;hlk+04;2.810;9.4e+32;*;
2771;J1921+1505g;hww+21;J1921+1505g;hww+21;0.61190;0;hww+21;*;0;*;10.631;*;*;
2772;J1921+1544;lcm13;J1921+1544;lcm13;0.1435756814094;2.0e-13;lcm13;0.98036E-15;2.0e-20;lcm13;9.038;1.3e+34;*;
2773;J1921+1630;psf+22;J1921+1630;psf+22;0.93644800775;1.9e-10;psf+22;22.345E-15;2.0e-18;psf+22;5.097;1.1e+33;*;
2774;J1921+1929;pkr+19;J1921+1929;pkr+19;0.00264634144946923;1.5e-16;pkr+19;3.8196E-20;5.0e-24;pkr+19;2.434;8.1e+34;3.13e+08;
2775;B1918+19;dls73;J1921+1948;dls73;0.821035080573;6.0e-12;hlk+04;8.9551E-16;3.0e-20;hlk+04;4.322;6.4e+31;*;
2776;B1919+20;ht75b;J1921+2003;ht75b;0.76068138902;1.0e-11;lcx02;5.0E-17;1.0e-18;lcx02;3.292;4.5e+30;*;
2777;B1919+21;hbp+68;J1921+2153;hbp+68;1.3373021601895;9.0e-13;hlk+04;1.348207E-15;8.0e-21;hlk+04;0.300;2.2e+31;1.36e+12;
2778;J1922+1131;lsb+17;J1922+1131;lsb+17;0.56207429041;3.0e-11;lsb+17;0.0257E-15;1.0e-18;lsb+17;10.486;5.7e+30;*;
2779;J1922+1733;lcm13;J1922+1733;lcm13;0.2361708772317;3.0e-13;lcm13;13.38394E-15;4.0e-20;lcm13;5.360;4.0e+34;*;
2780;B1920+20;ht75b;J1922+2018;ht75b;1.172763402020;1.2e-11;hlk+04;6.4875E-16;9.0e-20;hlk+04;5.280;1.6e+31;*;
2781;B1920+21;dls73;J1922+2110;dls73;1.07792434298;5.0e-11;hlk+04;8.1803E-15;5.0e-19;hlk+04;4.000;2.6e+32;*;
2782;J1922+58;slr+14;J1922+58;slr+14;0.529623;1.0e-05;slr+14;*;0;*;5.524;*;*;
2783;J1923-0408;sfj+20;J1923-0408;sfj+20;1.14926937103;3.0e-11;sfj+20;6.80E-17;1.4e-18;sfj+20;1.236;1.8e+30;*;
2784;J1923+1143g;hww+21;J1923+1143g;hww+21;0.37121;0;hww+21;*;0;*;7.783;*;*;
2785;J1923+1521g;hww+21;J1923+1521g;hww+21;1.04876;0;hww+21;*;0;*;6.995;*;*;
2786;B1921+17;ht75b;J1923+1706;ht75b;0.547209201831;8.0e-12;lcx02;4.3E-17;1.0e-18;lcx02;3.975;1.0e+31;*;
2787;J1923+2022g;hww+21;J1923+2022g;hww+21;0.03799;0;hww+21;*;0;*;4.626;*;*;
2788;J1923+2515;lbr+13;J1923+2515;lbr+13;0.003788155520882833;8.0e-18;aab+21a;9.5550E-21;3.0e-25;aab+21a;1.201;6.9e+33;1.62e+08;
2789;J1923+4243;slr+14;J1923+4243;slr+14;0.595192858512;1.1e-11;lsk+18;2.533E-15;4.0e-18;lsk+18;4.684;4.7e+32;*;
2790;J1924+1343g;hww+21;J1924+1343g;hww+21;0.00572;0;hww+21;*;0;*;3.045;*;*;
2791;J1924+1509g;hww+21;J1924+1509g;hww+21;0.23995;0;hww+21;*;0;*;6.358;*;*;
2792;J1924+1510g;hww+21;J1924+1510g;hww+21;0.49863;0;hww+21;*;0;*;3.469;*;*;
2793;J1924+1628;lbh+15;J1924+1628;lbh+15;0.375082251011;1.4e-11;psf+22;0.32096E-15;6.0e-20;psf+22;10.470;2.4e+32;*;
2794;J1924+1631;nab+13;J1924+1631;nab+13;2.9351864592;2.0e-10;nab+13;364.212E-15;4.0e-18;nab+13;10.183;5.7e+32;*;
2795;J1924+1639;lcm13;J1924+1639;lcm13;0.1580429177826;2.0e-13;lcm13;2.56384E-15;1.0e-20;lcm13;5.059;2.6e+34;*;
2796;J1924+1713;lbh+15;J1924+1713;lbh+15;0.758433236391;9.0e-12;psf+22;0.1130E-15;1.7e-18;psf+22;10.902;1.0e+31;*;
2797;J1924+1917;psf+22;J1924+1917;psf+22;1.27794162459;4.0e-11;psf+22;0.199E-15;8.0e-18;psf+22;8.594;3.8e+30;*;
2798;J1924+1923g;hww+21;J1924+1923g;hww+21;0.68924;0;hww+21;*;0;*;9.824;*;*;
2799;J1924+1932g;hww+21;J1924+1932g;hww+21;0.38886;0;hww+21;*;0;*;6.612;*;*;
2800;J1924+2027g;hww+21;J1924+2027g;hww+21;0.00195;0;hww+21;*;0;*;5.294;*;*;
2801;J1924+2037g;hww+21;J1924+2037g;hww+21;0.68480;0;hww+21;*;0;*;2.935;*;*;
2802;B1922+20;ht75b;J1924+2040;ht75b;0.237790138;8.0e-09;vms83;2.09E-15;1.2e-16;tml93;5.951;6.1e+33;*;
2803;J1925+1532g;hww+21;J1925+1532g;hww+21;1.65510;0;hww+21;*;0;*;4.202;*;*;
2804;J1925-16;bbj+11;J1925-16;bbj+11;3.8858;2.0e-04;bbj+11;*;0;*;7.935;*;*;
2805;J1925+1629g;hww+21;J1925+1629g;hww+21;0.00411;0;hww+21;*;0;*;5.118;*;*;
2806;J1925+1636g;hww+21;J1925+1636g;hww+21;0.04971;0;hww+21;*;0;*;1.536;*;*;
2807;J1925+1720;lbh+15;J1925+1720;lbh+15;0.0756589884532;1.1e-12;lsb+17;10.46782E-15;1.1e-19;lsb+17;5.048;9.5e+35;*;
2808;J1925+19;lcm13;J1925+19;lcm13;1.916353;6.0e-06;lcm13;*;0;*;8.329;*;*;
2809;B1923+04;mlt+78;J1926+0431;mlt+78;1.074080076347;3.0e-12;lbs+20;2.46199E-15;6.0e-20;lbs+20;4.995;7.8e+31;*;
2810;J1926-0652;zlh+19;J1926-0652;zlh+19;1.608816302697;1.9e-11;clh+20;3.913E-16;1.9e-18;clh+20;5.286;3.7e+30;*;
2811;J1926+0737;emk+10;J1926+0737;emk+10;0.318062050971;1.2e-11;eklk13;0.375E-15;4.0e-18;eklk13;8.722;4.6e+32;*;
2812;J1926-1314;rsm+13;J1926-1314;rsm+13;4.86428379983;1.0e-10;rsm+13;3.6440E-14;5.0e-18;rsm+13;1.531;1.2e+31;*;
2813;B1924+14;ht74;J1926+1434;ht74;1.324921971385;9.0e-12;hlk+04;2.1948E-16;6.0e-20;hlk+04;5.649;3.7e+30;*;
2814;J1926+1452g;hww+21;J1926+1452g;hww+21;0.30451;0;hww+21;*;0;*;6.481;*;*;
2815;J1926+1614;lbh+15;J1926+1614;lbh+15;0.308305907254;1.5e-11;psf+22;0.03353E-15;4.0e-20;psf+22;1.262;4.5e+31;*;
2816;J1926+1631g;hww+21;J1926+1631g;hww+21;0.67839;0;hww+21;*;0;*;4.822;*;*;
2817;B1924+16;ht74;J1926+1648;ht74;0.57982281497;4.0e-11;hlk+04;1.79944E-14;3.0e-19;hlk+04;6.000;3.6e+33;3.27e+12;
2818;J1926+1857g;hww+21;J1926+1857g;hww+21;0.27873;0;hww+21;*;0;*;9.569;*;*;
2819;B1924+19;ht75b;J1926+1928;ht75b;1.34601218493;9.0e-11;lcx02;1.43E-15;1.0e-17;lcx02;10.569;2.3e+31;*;
2820;J1926+2016;lcm13;J1926+2016;lcm13;0.2990717782966;7.0e-13;lcm13;3.50084E-15;6.0e-20;lcm13;5.948;5.2e+33;*;
2821;J1927+0911;lfl+06;J1927+0911;lfl+06;0.290305256197;5.0e-12;lfl+06;6.35E-17;4.0e-19;lfl+06;10.939;1.0e+32;*;
2822;J1927+1430g;hww+21;J1927+1430g;hww+21;0.20288;0;hww+21;*;0;*;5.626;*;*;
2823;B1925+18;ht75b;J1927+1852;ht75b;0.482766273821;7.0e-12;lcx02;1.16E-16;1.0e-18;lcx02;5.443;4.1e+31;*;
2824;B1925+188;ht75b;J1927+1856;ht75b;0.298313497249;4.0e-12;lcx02;2.2430E-15;8.0e-19;lcx02;3.100;3.3e+33;*;
2825;B1925+22;ht75b;J1927+2234;ht75b;1.431066414236;1.7e-11;gr78;7.71E-16;3.0e-18;gr78;7.222;1.0e+31;*;
2826;J1928-0108;sfj+20;J1928-0108;sfj+20;2.3657140252;4.0e-10;sfj+20;2.80E-15;3.0e-17;sfj+20;9.696;8.3e+30;*;
2827;J1928+1245;pkr+19;J1928+1245;pkr+19;0.0030216063479651;6.0e-16;pkr+19;1.680E-20;1.0e-22;pkr+19;6.079;2.4e+34;*;
2828;J1928+1443;lsb+17;J1928+1443;lsb+17;1.01073895346;7.0e-11;lsb+17;0.210E-15;8.0e-18;lsb+17;3.079;8.0e+30;*;
2829;J1928+15;dcm+09;J1928+15;dcm+09;0.403;0;dcm+09;*;0;*;5.746;*;*;
2830;J1928+1725;psf+22;J1928+1725;psf+22;0.28983833;8.0e-08;psf+22;*;0;*;3.725;*;*;
2831;J1928+1746;cfl+06;J1928+1746;cfl+06;0.0687304058253;2.0e-13;nab+13;13.190700E-15;6.0e-21;nab+13;4.337;1.6e+36;*;
2832;J1928+1809g;hww+21;J1928+1809g;hww+21;0.29446;0;hww+21;*;0;*;9.328;*;*;
2833;J1928+1816g;hww+21;J1928+1816g;hww+21;0.01054;0;hww+21;*;0;*;7.206;*;*;
2834;J1928+1839g;hww+21;J1928+1839g;hww+21;2.26091;0;hww+21;*;0;*;2.502;*;*;
2835;J1928+1852g;hww+21;J1928+1852g;hww+21;0.79281;0;hww+21;*;0;*;5.834;*;*;
2836;J1928+1902g;hww+21;J1928+1902g;hww+21;0.00580;0;hww+21;*;0;*;1.495;*;*;
2837;J1928+1915g;hww+21;J1928+1915g;hww+21;0.97435;0;hww+21;*;0;*;4.632;*;*;
2838;J1928+1923;lcm13;J1928+1923;lcm13;0.817329808312;6.0e-12;lcm13;6.3495E-15;7.0e-19;lcm13;10.583;4.6e+32;*;
2839;J1928+28;mss+20;J1928+28;mss+20;1.063;0.0e+00;mss+20;*;0;*;5.224;*;*;
2840;J1929+00;cnst96;J1929+00;cnst96;1.166900;3.0e-06;cnst96;*;0;*;1.497;*;*;
2841;J1929+1357;lsf+17;J1929+1357;lsf+17;0.86692667139;7.0e-11;lsf+17;3.66E-15;3.0e-17;lsf+17;4.768;2.2e+32;*;
2842;J1929+16;lcm13;J1929+16;lcm13;0.529681;2.0e-06;lcm13;*;0;*;0.762;*;*;
2843;J1929+1615g;hww+21;J1929+1615g;hww+21;0.04460;0;hww+21;*;0;*;6.109;*;*;
2844;J1929+1731g;hww+21;J1929+1731g;hww+21;3.99540;0;hww+21;*;0;*;9.222;*;*;
2845;B1926+18;ht75b;J1929+1844;ht75b;1.22047000453;8.0e-11;lcx02;2.36E-15;1.0e-17;lcx02;3.324;5.1e+31;*;
2846;J1929+19;lcm13;J1929+19;lcm13;0.33921584;2.1e-07;hww+21;*;0;*;11.736;*;*;
2847;J1929+1937g;hww+21;J1929+1937g;hww+21;0.56373;0;hww+21;*;0;*;10.042;*;*;
2848;J1929+1955;lcm13;J1929+1955;lcm13;0.2578319398983;3.0e-13;lcm13;2.55530E-15;3.0e-20;lcm13;6.603;5.9e+33;*;
2849;J1929+2121;lcm13;J1929+2121;lcm13;0.723598503258;2.0e-12;lcm13;2.1386E-15;2.0e-19;lcm13;2.653;2.2e+32;*;
2850;J1929+3817;kmk+18;J1929+3817;kmk+18;0.81421524225;1.0e-11;kmk+18;0.6097E-15;9.0e-19;kmk+18;9.321;4.5e+31;*;
2851;J1929+62;slr+14;J1929+62;slr+14;1.456004;6.6e-05;slr+14;*;0;*;11.972;*;*;
2852;J1929+66;mss+20;J1929+66;mss+20;0.806;0.0e+00;mss+20;*;0;*;7.973;*;*;
2853;B1927+13;ht75b;J1930+1316;ht75b;0.76003196831;9.0e-11;gr78;3.661E-15;2.0e-18;gr78;6.339;3.3e+32;*;
2854;J1930+1357g;hww+21;J1930+1357g;hww+21;0.32354;0;hww+21;*;0;*;5.601;*;*;
2855;J1930+1403g;hww+21;J1930+1403g;hww+21;0.00321;0;hww+21;*;0;*;4.740;*;*;
2856;J1930+1408;lbh+15;J1930+1408;lbh+15;0.425720327378;5.0e-12;psf+22;0.00190E-15;1.0e-20;psf+22;5.891;9.7e+29;*;
2857;J1930+1722;lcm13;J1930+1722;lcm13;1.60970633781;2.0e-11;psf+22;0.8808E-15;7.0e-19;psf+22;4.741;8.3e+30;*;
2858;J1930+1852;clb+02;J1930+1852;clb+02;0.136855046957;9.0e-12;clb+02;7.5057E-13;1.0e-17;clb+02;7.000;1.2e+37;*;
2859;J1930-1852;srm+15;J1930-1852;srm+15;0.18552016047926;8.0e-14;srm+15;1.8001E-17;6.0e-21;srm+15;2.004;1.1e+32;*;
2860;J1930+2441;pkr+19;J1930+2441;pkr+19;0.0057674069326982;7.0e-16;pkr+19;8.65E-21;7.0e-23;pkr+19;3.268;1.8e+33;*;
2861;J1931-0144;ttk+17;J1931-0144;ttk+17;0.593661359781;1.1e-11;clh+20;2.93E-17;1.1e-18;clh+20;1.387;5.5e+30;*;
2862;J1931+1439;lbh+15;J1931+1439;lbh+15;1.77922557495;7.0e-11;lsb+17;6.328E-15;2.0e-18;lsb+17;6.123;4.4e+31;*;
2863;B1929+15;ht74;J1931+1536;ht74;0.314355396469;6.0e-12;lcx02;5.0148E-15;9.0e-19;lcx02;4.011;6.4e+33;*;
2864;J1931+1817;psf+22;J1931+1817;psf+22;0.234131440128;1.7e-11;psf+22;107.3637E-15;5.0e-19;psf+22;9.573;3.3e+35;*;
2865;J1931+1952;lcm13;J1931+1952;lcm13;0.501123112694;4.0e-12;lcm13;0.1008E-15;6.0e-19;lcm13;9.625;3.2e+31;*;
2866;J1931+30;cnst96;J1931+30;cnst96;0.582126;3.0e-06;cnst96;*;0;*;3.722;*;*;
2867;J1931+42;gac+20;J1931+42;gac+20;*;0;*;*;0;*;4.234;*;*;
2868;B1929+10;lvw68;J1932+1059;lvw68;0.2265187466568;1.1e-12;jbv+19;1.156826E-15;1.6e-20;jbv+19;0.310;3.9e+33;5.18e+11;
2869;J1932+1500;lsb+17;J1932+1500;lsb+17;1.86433186749;1.1e-10;lsb+17;4.59E-16;7.0e-18;lsb+17;2.849;2.8e+30;*;
2870;J1932+1756;lbh+15;J1932+1756;lbh+15;0.041831288199078;1.8e-14;pkr+19;4.322E-19;6.0e-22;pkr+19;2.116;2.3e+32;*;
2871;J1932+1916;pga+13;J1932+1916;pga+13;0.208214903876;1.4e-11;pga+13;9.31735E-14;5.0e-19;pga+13;*;4.1e+35;*;
2872;B1929+20;ht74;J1932+2020;ht74;0.268217402985;6.0e-12;hlk+04;4.21706E-15;4.0e-20;hlk+04;5.000;8.6e+33;*;
2873;B1930+22;ht75b;J1932+2220;ht75b;0.14446976514;3.0e-11;hlk+04;5.75717E-14;3.0e-19;hlk+04;10.900;7.5e+35;*;
2874;J1932-3655;lml+98;J1932-3655;lml+98;0.57142052883;3.0e-11;lbs+20;2.8626E-16;1.0e-19;lbs+20;6.724;6.1e+31;*;
2875;J1933+0758;rtj+96;J1933+0758;rtj+96;0.437454407217;2.0e-12;clm+05;0.2183E-15;2.0e-19;clm+05;11.157;1.0e+32;*;
2876;B1930+13;ht75b;J1933+1304;ht75b;0.928323751417;5.0e-12;lcx02;3.182E-16;7.0e-19;lcx02;6.084;1.6e+31;*;
2877;J1933+1726;lbh+15;J1933+1726;lbh+15;0.02150723378644;1.0e-14;sab+16;4.9E-20;1.0e-21;sab+16;4.072;1.9e+32;*;
2878;J1933+1923g;hww+21;J1933+1923g;hww+21;0.37173;0;hww+21;*;0;*;3.142;*;*;
2879;J1933+2038g;hww+21;J1933+2038g;hww+21;0.04075;0;hww+21;*;0;*;8.474;*;*;
2880;B1931+24;stwd85;J1933+2421;stwd85;0.81369030283;7.0e-11;hlk+04;8.1098E-15;7.0e-19;hlk+04;4.639;5.9e+32;*;
2881;J1933+5335;scb+19;J1933+5335;scb+19;2.052574490;4.0e-09;mbc+20;1.26E-15;2.0e-17;mbc+20;2.515;5.8e+30;*;
2882;J1933-6211;jbo+07;J1933-6211;jbo+07;0.0035434314937910;3.0e-16;gvo+17;3.8707E-21;9.0e-25;gvo+17;0.650;3.4e+33;1.05e+08;
2883;J1934+1926;lbh+15;J1934+1926;lbh+15;0.230984425819;1.6e-11;psf+22;0.00268E-15;8.0e-20;psf+22;3.176;8.6e+30;*;
2884;J1934+2352;nab+13;J1934+2352;nab+13;0.17843152366;2.0e-11;nab+13;130.699E-15;2.0e-18;nab+13;12.207;9.1e+35;*;
2885;J1934+5219;slr+14;J1934+5219;slr+14;0.56844228297;3.0e-11;lsk+18;8.4E-17;1.3e-17;lsk+18;7.564;1.8e+31;*;
2886;J1935+1159;cha03;J1935+1159;cha03;1.93975818010;1.6e-10;bfrs18;9.478E-16;6.0e-19;bfrs18;8.421;5.1e+30;*;
2887;B1933+16;dl70;J1935+1616;dl70;0.3587384107696;6.0e-13;hlk+04;6.0025237E-15;1.5e-21;hlk+04;3.700;5.1e+33;1.48e+12;
2888;J1935+1726;lcm13;J1935+1726;lcm13;0.004200101791882;7.0e-15;lcm13;*;0;*;2.305;*;*;
2889;B1933+17;ht75b;J1935+1745;ht75b;0.654408146583;1.0e-12;lcx02;3.78E-16;2.0e-18;lcx02;4.850;5.3e+31;*;
2890;J1935+1829;psf+22;J1935+1829;psf+22;0.843547910278;9.0e-12;psf+22;2.3207E-15;4.0e-19;psf+22;8.616;1.5e+32;*;
2891;J1935+2025;lcm13;J1935+2025;lcm13;0.080118133455;6.0e-12;lcm13;60.7579E-15;1.0e-19;lcm13;4.598;4.7e+36;*;
2892;J1935+2154;irz+14;J1935+2154;irz+14;3.24498;1.0e-05;irz+14;*;0;*;*;*;*;
2893;B1933+15;ht74;J1936+1536;ht74;0.96733836953;3.0e-11;gr78;4.039E-15;6.0e-18;gr78;4.624;1.8e+32;*;
2894;J1936+18;palfa21;J1936+18;palfa21;0.05834513;1.8e-07;hww+21;*;0;*;3.596;*;*;
2895;J1936+1952g;hww+21;J1936+1952g;hww+21;0.00972;0;hww+21;*;0;*;8.576;*;*;
2896;J1936+2036g;hww+21;J1936+2036g;hww+21;0.03292;0;hww+21;*;0;*;4.996;*;*;
2897;J1936+2042;lbh+15;J1936+2042;lbh+15;1.39072342303;1.5e-10;psf+22;49.3744E-15;1.4e-18;psf+22;4.999;7.2e+32;*;
2898;J1936+21;lcm13;J1936+21;lcm13;0.6429599;2.2e-06;hww+21;*;0;*;8.072;*;*;
2899;J1936+217;hww+21;J1936+217;hww+21;0.03158187;3.0e-08;hww+21;*;0;*;2.968;*;*;
2900;J1937-00;dsm+13;J1937-00;dsm+13;0.2401;0;dsm+13;*;0;*;3.510;*;*;
2901;J1937+1505;hfs+04;J1937+1505;hfs+04;2.8727736506;7.0e-10;hfs+04;5.6E-15;3.0e-16;hfs+04;6.450;9.3e+30;*;
2902;J1937+1658;pkr+19;J1937+1658;pkr+19;0.00395766764533531;1.6e-16;pkr+19;1.3202E-20;5.0e-24;pkr+19;3.259;8.4e+33;2.23e+08;
2903;B1935+25;dtws85;J1937+2544;dtws85;0.20098020244218;1.7e-13;hlk+04;6.429167E-16;1.3e-21;hlk+04;3.125;3.1e+33;3.64e+11;
2904;J1937+2950;jsb+09;J1937+2950;jsb+09;1.65742878336;3.0e-11;jsb+09;3.4811E-15;1.7e-18;jsb+09;7.477;3.0e+31;*;
2905;J1938+0650;fcwa95;J1938+0650;fcwa95;1.121561892;5.0e-09;lwf+04;5.68E-15;1.0e-17;lwf+04;2.832;1.6e+32;*;
2906;J1938+14;dsm+16;J1938+14;dsm+16;2.902504;5.1e-05;hww+21;*;0;*;2.575;*;*;
2907;J1938+2010;nab+13;J1938+2010;nab+13;0.68708185664;2.0e-11;nab+13;3.399E-15;1.0e-18;nab+13;8.812;4.1e+32;*;
2908;J1938+2012;lbh+15;J1938+2012;lbh+15;0.0026341351275486;6.0e-16;sab+16;7.5E-22;6.0e-23;sab+16;6.301;1.6e+33;*;
2909;J1938+2213;cha03;J1938+2213;cha03;0.1661155731566;6.0e-13;lcm13;42.4423E-15;5.0e-19;lcm13;3.463;3.7e+35;*;
2910;J1938+2659;psf+22;J1938+2659;psf+22;0.883331781241;9.0e-12;psf+22;3.2275E-15;5.0e-19;psf+22;8.576;1.8e+32;*;
2911;J1938+6604;slr+14;J1938+6604;slr+14;0.022258801226038;3.0e-15;lsk+18;1.95E-20;4.0e-22;lsk+18;3.380;7.0e+31;*;
2912;J1939+10;cnst96;J1939+10;cnst96;2.31;3.0e-02;cnst96;*;0;*;3.552;*;*;
2913;B1937+21;bkh+82;J1939+2134;bkh+82;0.001557806567041489;2.0e-17;rsc+21;1.0510272E-19;1.0e-25;rsc+21;3.500;1.1e+36;4.09e+08;
2914;J1939+2352g;hww+21;J1939+2352g;hww+21;2.14534;0;hww+21;*;0;*;12.266;*;*;
2915;B1937+24;sstd86;J1939+2449;sstd86;0.6453024694;3.0e-10;hlk+04;1.8271E-14;3.0e-18;hlk+04;7.115;2.7e+33;*;
2916;J1939+2609;psf+22;J1939+2609;psf+22;0.466962555351;7.0e-12;psf+22;0.0052E-15;4.0e-19;psf+22;2.683;2.0e+30;*;
2917;J1940+0239;mbc+19;J1940+0239;mbc+19;1.23224;0;mbc+19;*;0;*;5.292;*;*;
2918;J1940-0902;sfj+20;J1940-0902;sfj+20;0.97846813844;9.0e-11;sfj+20;1.8790E-15;1.5e-18;sfj+20;1.859;7.9e+31;*;
2919;J1940+2245;lbh+15;J1940+2245;lbh+15;0.258911996567;5.0e-12;lsb+17;12.71254E-15;1.9e-19;lsb+17;8.081;2.9e+34;*;
2920;J1940+2337;nab+13;J1940+2337;nab+13;0.546824157964;7.0e-12;nab+13;76.7965E-15;2.0e-19;nab+13;8.468;1.9e+34;*;
2921;J1940-24;mss+20;J1940-24;mss+20;0.0982;0;mss+20;*;0;*;3.905;*;*;
2922;J1940-2403;lml+98;J1940-2403;lml+98;1.855276;3.0e-06;dsb+98;*;0;*;6.306;*;*;
2923;J1940+26;palfa21;J1940+26;palfa21;0.0048135292;1.4e-09;hww+21;*;0;*;7.924;*;*;
2924;J1941+0121;blr+13;J1941+0121;blr+13;0.217317451828;1.0e-11;blr+13;1.913E-16;5.0e-19;blr+13;2.097;7.4e+32;*;
2925;J1941-0746;mss+20;J1941-0746;mss+20;*;0;*;*;0;*;1.919;*;*;
2926;J1941+1026;nft95;J1941+1026;nft95;0.90539388830;2.0e-11;cn95;9.962E-16;8.0e-19;cn95;7.971;5.3e+31;*;
2927;J1941+1341;lfl+06;J1941+1341;lfl+06;0.559084099229;1.3e-11;lfl+06;1.2387E-15;1.3e-18;lfl+06;5.459;2.8e+32;*;
2928;J1941+2525;nab+13;J1941+2525;nab+13;2.30615269700;2.0e-11;nab+13;160.8349E-15;5.0e-19;nab+13;11.168;5.2e+32;*;
2929;B1937-26;mlt+78;J1941-2602;mlt+78;0.4028579088754;3.0e-13;hlk+04;9.561486E-16;1.8e-21;hlk+04;3.564;5.8e+32;6.28e+11;
2930;J1941+4320;slr+14;J1941+4320;slr+14;0.840906468392;6.0e-12;lsk+18;1.1472E-15;5.0e-19;lsk+18;6.514;7.6e+31;*;
2931;J1942+0147;dsm+16;J1942+0147;dsm+16;1.40504;0;mbc+19;*;0;*;25.000;*;*;
2932;B1939+17;ht75b;J1942+1743;ht75b;0.69626221476;2.0e-11;lcx02;1.01E-16;3.0e-18;lcx02;4.915;1.2e+31;*;
2933;J1942-2019;sfj+20;J1942-2019;sfj+20;0.275132723562;9.0e-12;sfj+20;1.234E-17;1.6e-19;sfj+20;4.965;2.3e+31;*;
2934;J1942+3941;ccl+21;J1942+3941;ccl+21;1.35329095462;1.0e-10;ccl+21;7.1E-17;1.3e-17;ccl+21;8.665;1.1e+30;*;
2935;J1942+8106;slr+14;J1942+8106;slr+14;0.2035584528675;1.3e-12;lsk+18;3.69E-17;5.0e-19;lsk+18;3.478;1.7e+32;*;
2936;J1943+0609;ebvb01;J1943+0609;ebvb01;0.446226281658;3.0e-12;ebvb01;4.659E-16;6.0e-19;ebvb01;3.269;2.1e+32;*;
2937;B1940-12;mlt+78;J1943-1237;mlt+78;0.9724288509136;1.8e-12;hlk+04;1.655686E-15;8.0e-21;hlk+04;1.204;7.1e+31;*;
